100|5726|2020-04-22 07:09:37|International Transfer|100|100
101|1250|1992-05-14 15:08:12|International Transfer|101|101
102|5680|1979-02-20 05:23:33|BLIK|102|102
103|5997|1988-12-04 20:53:13|International Transfer|103|103
104|5816|1991-08-11 11:11:27|PayPal|104|104
105|2354|2013-10-18 19:35:23|MasterCard|105|105
106|7979|1972-09-11 10:46:41|MasterCard|106|106
107|8752|2005-06-12 08:45:42|PayPal|107|107
108|1581|1998-03-27 05:33:06|International Transfer|108|108
109|6481|2014-02-06 06:44:50|Visa|109|109
110|5257|1989-08-18 14:10:12|PayPal|110|110
111|5961|2021-01-28 01:03:28|MasterCard|111|111
112|7920|1971-08-12 21:37:26|BitCoin|112|112
113|1141|1985-08-02 01:47:54|Cash|113|113
114|8917|2019-11-15 15:50:56|Visa|114|114
115|7659|1992-07-17 18:24:53|Cash|115|115
116|1199|1993-04-28 13:27:48|Visa|116|116
117|2149|1986-06-27 03:08:49|MasterCard|117|117
118|2006|1984-01-03 14:52:55|BLIK|118|118
119|6545|2006-09-13 15:59:30|PayPal|119|119
120|5688|1973-09-06 00:22:57|Cash|120|120
121|10187|2015-04-03 19:32:18|Visa|121|121
122|8354|1986-11-25 11:24:51|BitCoin|122|122
123|6729|2016-10-10 04:09:02|BitCoin|123|123
124|6313|2017-05-20 02:02:04|Cash|124|124
125|9289|2018-12-18 07:47:31|PayPal|125|125
126|8419|1985-02-19 21:02:48|MasterCard|126|126
127|9291|2011-05-19 11:49:22|MasterCard|127|127
128|4524|1995-12-17 21:12:56|PayPal|128|128
129|6808|2005-06-27 06:07:27|International Transfer|129|129
130|3477|1991-11-21 07:56:28|Visa|130|130
131|4019|1982-06-29 01:08:22|Visa|131|131
132|7763|2000-02-07 22:32:58|BitCoin|132|132
133|6765|2012-11-09 07:54:12|Cash|133|133
134|4334|1970-05-31 04:35:21|Cash|134|134
135|4600|1974-05-26 01:28:14|PayPal|135|135
136|5208|2003-06-16 20:03:06|Visa|136|136
137|7700|1974-10-06 11:37:46|MasterCard|137|137
138|2166|1983-02-05 18:06:46|Cash|138|138
139|5494|1973-07-19 02:57:04|Cash|139|139
140|5891|2013-03-03 06:37:38|MasterCard|140|140
141|5817|1979-08-19 19:07:44|BitCoin|141|141
142|4671|1983-11-24 21:59:01|Visa|142|142
143|9228|1978-07-18 20:03:15|BLIK|143|143
144|3230|1976-03-30 16:36:35|Visa|144|144
145|3831|1981-10-26 17:39:44|Cash|145|145
146|7793|2010-04-30 21:57:04|Visa|146|146
147|10642|2007-05-08 16:02:49|BLIK|147|147
148|6339|1983-11-28 17:26:34|BitCoin|148|148
149|1193|1986-01-30 12:28:52|BLIK|149|149
100|6633|2020-04-22 07:09:37|Visa|100|100
101|6960|1992-05-14 15:08:12|Cash|101|101
102|4735|1979-02-20 05:23:33|BitCoin|102|102
103|2946|1988-12-04 20:53:13|BitCoin|103|103
104|7939|1991-08-11 11:11:27|Cash|104|104
105|10106|2013-10-18 19:35:23|Visa|105|105
106|2612|1972-09-11 10:46:41|Cash|106|106
107|10048|2005-06-12 08:45:42|BLIK|107|107
108|2848|1998-03-27 05:33:06|MasterCard|108|108
109|3191|2014-02-06 06:44:50|BLIK|109|109
110|9112|1989-08-18 14:10:12|MasterCard|110|110
111|5707|2021-01-28 01:03:28|BitCoin|111|111
112|7817|1971-08-12 21:37:26|BitCoin|112|112
113|4159|1985-08-02 01:47:54|Cash|113|113
114|10327|2019-11-15 15:50:56|Visa|114|114
115|5024|1992-07-17 18:24:53|PayPal|115|115
116|10318|1993-04-28 13:27:48|PayPal|116|116
117|1101|1986-06-27 03:08:49|BitCoin|117|117
118|10933|1984-01-03 14:52:55|Cash|118|118
119|6250|2006-09-13 15:59:30|BLIK|119|119
120|9892|1973-09-06 00:22:57|International Transfer|120|120
121|4519|2015-04-03 19:32:18|International Transfer|121|121
122|5186|1986-11-25 11:24:51|MasterCard|122|122
123|1601|2016-10-10 04:09:02|Cash|123|123
124|2172|2017-05-20 02:02:04|BitCoin|124|124
125|9450|2018-12-18 07:47:31|Visa|125|125
126|10620|1985-02-19 21:02:48|MasterCard|126|126
127|3835|2011-05-19 11:49:22|PayPal|127|127
128|5242|1995-12-17 21:12:56|International Transfer|128|128
129|10287|2005-06-27 06:07:27|International Transfer|129|129
130|4277|1991-11-21 07:56:28|BitCoin|130|130
131|3425|1982-06-29 01:08:22|PayPal|131|131
132|9964|2000-02-07 22:32:58|MasterCard|132|132
133|9035|2012-11-09 07:54:12|MasterCard|133|133
134|6244|1970-05-31 04:35:21|International Transfer|134|134
135|10578|1974-05-26 01:28:14|International Transfer|135|135
136|4041|2003-06-16 20:03:06|BitCoin|136|136
137|4665|1974-10-06 11:37:46|MasterCard|137|137
138|3587|1983-02-05 18:06:46|MasterCard|138|138
139|10607|1973-07-19 02:57:04|BitCoin|139|139
140|8817|2013-03-03 06:37:38|BitCoin|140|140
141|2830|1979-08-19 19:07:44|MasterCard|141|141
142|4110|1983-11-24 21:59:01|PayPal|142|142
143|8981|1978-07-18 20:03:15|PayPal|143|143
144|4019|1976-03-30 16:36:35|Cash|144|144
145|8121|1981-10-26 17:39:44|PayPal|145|145
146|3753|2010-04-30 21:57:04|MasterCard|146|146
147|5853|2007-05-08 16:02:49|BLIK|147|147
148|7023|1983-11-28 17:26:34|Cash|148|148
149|9916|1986-01-30 12:28:52|BitCoin|149|149
